R.FileName	PG.ProteinGroups	PG.Genes	EG.IsDecoy	EG.Qvalue	PG.Qvalue	PG.Quantity	PEP.Quantity	FG.MS2Quantity	EG.ModifiedSequence	PEP.StrippedSequence	FG.Charge
File5	P00110	Gene_302	False	0.0002552154743559809	0.007093319074696986	11964777.110419385	506388.82645165414	27706.44966161292	[Prot]PEPT302	PEPT302	3
File5	P00035	Gene_303	False	0.0050677365918551185	0.0014288102798800573	12881654.925219953	688819.8006758896	218104.08168934565	[Prot]PEPT303	PEPT303	4
File4	P00103	Gene_304	False	0.014332386345113428	0.016029385532822953	14819123.212393064	819572.6275526097	516995.3874693614	[Prot]PEPT304	PEPT304	2
File5	P00120	Gene_305	False	0.009948519186897316	0.016980639507349262	12623186.26587808	560882.3652823404	1585121.193254632	[Prot]PEPT305	PEPT305	2
File6	P00031	Gene_306	False	0.010740434978788157	0.003077483822950553	2655709.5557392444	2474649.1428613225	706102.9801980798	[Prot]PEPT306	PEPT306	3
File6	P00052	Gene_307	False	0.017053336861483172	0.010394455594846579	2278047.1685743467	1141379.382856099	44496.250249680066	[Prot]PEPT307	PEPT307	4
File2	P00062	Gene_308	False	0.01588439808409897	0.007099294315054503	2751624.606868383	1437740.6554922643	961048.2788770517	[Prot]PEPT308	PEPT308	2
File1	P00002	Gene_309	False	0.01334032339378563	0.013675988939261283	534693.2404334175	740103.5243283055	48062.89366221449	[Prot]PEPT309	PEPT309	3
File8	P00068	Gene_310	False	0.0166360143692242	0.0014402410260122634	17750342.63990606	1951624.5632137014	1044640.1333071823	[Prot]PEPT310	PEPT310	2
File3	P00046	Gene_311	False	0.015440859712512736	0.009005622646467716	11413579.836781524	2854539.967193902	167267.65546797478	[Prot]PEPT311	PEPT311	2
File7	P00073	Gene_312	False	0.0017417332112675621	0.01711031626718151	17161414.650715146	182074.20997533662	30938.575043739682	[Prot]PEPT312	PEPT312	4
File7	P00114	Gene_313	False	0.014702230961940501	0.0016128313972352726	12226289.443302061	362256.98445646215	1690454.4006986278	[Prot]PEPT313	PEPT313	4
File8	P00032	Gene_314	False	0.016076969700876045	0.012618432811457128	4481579.104815935	177826.00923098443	208411.82545214467	[Prot]PEPT314	PEPT314	4
File6	P00022	Gene_315	False	0.019280027609826215	0.0009281123723471341	13254642.385548895	1768044.7464302357	450357.5794227961	[Prot]PEPT315	PEPT315	3
File2	P00066	Gene_316	False	0.009608596377612336	0.0006287131693638215	4760241.801939887	309914.72187117545	172217.530614137	[Prot]PEPT316	PEPT316	2
File8	P00032	Gene_317	False	0.013151034188377817	0.019037122928244873	3840470.048754723	160069.593309437	110372.30540963606	[Prot]PEPT317	PEPT317	3
File7	P00026	Gene_318	False	0.010192386825937916	0.010674819160649014	12727948.416435879	564747.7686993093	157070.83480778316	[Prot]PEPT318	PEPT318	2
File7	P00094	Gene_319	False	0.003231881115947715	0.00864832006926011	19360547.67558672	7884480.31771708	307082.6728747716	[Prot]PEPT319	PEPT319	4
File3	P00035	Gene_320	False	0.0004889589192367505	0.003031158334227333	918023.3220177623	946149.658341506	955808.9809717932	[Prot]PEPT320	PEPT320	2
File3	P00033	Gene_321	False	0.0023085153396596183	0.003032070500545392	8704872.600920666	9825983.57034092	7544015.448566902	[Prot]PEPT321	PEPT321	2
File3	P00023	Gene_322	False	0.009688574115590116	0.0014067377598282428	1454552.904617882	158895.25642623068	442188.8668932709	[Prot]PEPT322	PEPT322	4
File4	P00098	Gene_323	False	0.01176030289883295	0.005978757851945078	634555.6929406567	4884702.480798666	70492.96595418389	[Prot]PEPT323	PEPT323	2
File5	P00068	Gene_324	False	0.007513436152774837	0.0013089861845970274	2357639.3271055287	340432.7418115563	552046.5175250449	[Prot]PEPT324	PEPT324	4
File2	P00076	Gene_325	False	0.0022620455880089764	0.007140559266850511	66971009.65301485	1683827.4390537415	749146.0791113271	[Prot]PEPT325	PEPT325	3
File1	P00017	Gene_326	False	0.0197792354922271	0.004657346293777307	677128.3758713505	2862310.2309876382	227067.2664186686	[Prot]PEPT326	PEPT326	4
File2	P00002	Gene_327	False	0.01846700910386936	0.007546029961718559	1002545.6282868497	1590523.1926388745	159629.68336630112	[Prot]PEPT327	PEPT327	3
File8	P00087	Gene_328	False	0.0026027123090274417	0.018820404838696493	984281.4543220376	225410.72024575257	35065.20639190676	[Prot]PEPT328	PEPT328	2
File4	P00036	Gene_329	False	0.004443959160221822	0.009189044868729727	5811718.728345099	4325535.548388168	79527.87441675628	[Prot]PEPT329	PEPT329	2
File5	P00016	Gene_330	False	0.004216301130723124	0.00033322683047402266	482075.9454544838	2733078.868915864	77965.28084177435	[Prot]PEPT330	PEPT330	3
File2	P00095	Gene_331	False	0.00021877472006808895	0.008095409765791572	640990.7723846593	1109641.8707196454	133387.19744968312	[Prot]PEPT331	PEPT331	3
File2	P00027	Gene_332	False	0.0012789533144397524	0.01690263307031823	1479629.0639898053	10227402.3833085	221077.70733639953	[Prot]PEPT332	PEPT332	3
File2	P00075	Gene_333	False	0.01163602797180669	0.01973101736982371	652565.6919638581	134520.3485581176	128211.77074635371	[Prot]PEPT333	PEPT333	2
File4	P00112	Gene_334	False	0.0013307041227605021	0.0049266880398078005	117062277.53207582	410889.60888725304	342128.1019150053	[Prot]PEPT334	PEPT334	4
File8	P00102	Gene_335	False	0.016334056840088203	0.013934186883277902	3944957.5538059445	2898158.0595420077	109453.14065650906	[Prot]PEPT335	PEPT335	3
File6	P00007	Gene_336	False	0.007369752363029975	0.015117413566178248	1325920.401747983	1301856.5368626467	261784.5666580397	[Prot]PEPT336	PEPT336	3
File4	P00059	Gene_337	False	0.002267045882074423	0.010680503716614947	3232878.9207790447	898033.3182775646	204896.67357122566	[Prot]PEPT337	PEPT337	4
File4	P00060	Gene_338	False	0.01840979982682227	0.013156085508603641	18398193.463821772	4850885.296247904	48354.33085952884	[Prot]PEPT338	PEPT338	3
File4	P00080	Gene_339	False	0.004708974591373773	0.0016589249292377063	4534816.2383644115	3534653.116396589	417004.30999440653	[Prot]PEPT339	PEPT339	4
File4	P00040	Gene_340	False	0.017879613377990038	0.018071632057149737	20875408.551549632	3968305.7710720166	477209.1712186666	[Prot]PEPT340	PEPT340	4
File8	P00036	Gene_341	False	0.019576502795872086	0.017372985667175607	2819386.564792114	616123.465040132	1471882.0523571838	[Prot]PEPT341	PEPT341	4
File1	P00090	Gene_342	False	0.009451329467458039	0.007343037585952508	2376622.5405533	4550914.408039546	418054.8431782863	[Prot]PEPT342	PEPT342	4
File2	P00109	Gene_343	False	0.0192960802719667	0.01458118686610482	101585026.76360686	347879.71105721913	186626.0021859911	[Prot]PEPT343	PEPT343	3
File8	P00113	Gene_344	False	0.018211595583541407	0.01860905008429352	3376787.976738025	478834.18824475	364972.75743738504	[Prot]PEPT344	PEPT344	3
File7	P00077	Gene_345	False	0.011676994579595975	0.008130220511562522	1388003.530876916	635901.5553790452	347274.9044066708	[Prot]PEPT345	PEPT345	4
File7	P00115	Gene_346	False	0.008808618716123753	0.012490915445168733	11110882.032729136	690136.8432362647	351588.64462331554	[Prot]PEPT346	PEPT346	2
File6	P00047	Gene_347	False	0.012096382799653187	0.000763110331338226	1047006.8094029013	376031.6724092888	900270.7349337601	[Prot]PEPT347	PEPT347	2
File5	P00063	Gene_348	False	0.004141176754837448	0.013293089106296419	22791873.079428136	2206490.5244353986	1498359.256817566	[Prot]PEPT348	PEPT348	4
File7	P00006	Gene_349	False	0.007068866857515514	0.003730171294591809	2554917.3901021495	15913391.425153675	2691796.8413145123	[Prot]PEPT349	PEPT349	4
File8	P00101	Gene_350	False	0.008682718274408948	0.018985854114789893	214228.71034385057	4864903.711484509	108024.03584413076	[Prot]PEPT350	PEPT350	2
File7	P00012	Gene_351	False	0.012791126113699224	0.017857921270877423	706667.4286503978	793978.4669520763	71088.70542708729	[Prot]PEPT351	PEPT351	3
File7	P00068	Gene_352	False	0.015740449433183406	0.006476005074710514	34135385.905858666	1642446.7720247218	173914.5450676839	[Prot]PEPT352	PEPT352	2
File7	P00088	Gene_353	False	0.01666420853623183	0.007793538396575432	2015905.0403680333	23412383.106509507	166412.8005260715	[Prot]PEPT353	PEPT353	3
File1	P00106	Gene_354	False	0.016071897897354744	0.011559722902246532	7522936.299021287	91747.14593625758	606623.8440565297	[Prot]PEPT354	PEPT354	4
File6	P00077	Gene_355	False	0.019845666198524826	0.01910222456425955	11755029.284258068	8003160.0945245065	761196.9493756267	[Prot]PEPT355	PEPT355	4
File4	P00017	Gene_356	False	0.015814749496861	0.005394420703136751	304277.8153208265	1266143.4720055289	751301.1327172648	[Prot]PEPT356	PEPT356	4
File7	P00096	Gene_357	False	0.00262271811484986	0.00017528793790678066	1112487.305910422	6481361.332197891	26274.29164768277	[Prot]PEPT357	PEPT357	2
File8	P00031	Gene_358	False	0.018765198777350327	0.001180919703656118	13203165.855748735	437415.651973822	1028582.4057819244	[Prot]PEPT358	PEPT358	3
File2	P00015	Gene_359	False	0.006285719935523173	0.0024929082957090443	706808.7613175458	1297116.1954877153	67188.46325753756	[Prot]PEPT359	PEPT359	2
File5	P00116	Gene_360	False	0.00889484308789498	0.01493211387915707	899886.009225797	56889.824797258836	664509.4015107617	[Prot]PEPT360	PEPT360	3
File8	P00079	Gene_361	False	0.0030247260037677436	0.002395407716197311	226169.92054264498	791269.7331482791	1146150.279508123	[Prot]PEPT361	PEPT361	2
File3	P00045	Gene_362	False	1.4190154991160498e-05	0.017924993432290832	5166353.428587407	507339.51095943496	2248735.195248884	[Prot]PEPT362	PEPT362	2
File3	P00096	Gene_363	False	0.00896906250491555	0.011400102571914837	1828777.9856551792	7664953.796080528	397882.6074706369	[Prot]PEPT363	PEPT363	3
File4	P00084	Gene_364	False	0.018885105550934707	0.004353746559757266	1502868.822872587	746981.5156729587	5587279.742307294	[Prot]PEPT364	PEPT364	4
File1	P00046	Gene_365	False	0.013033486397839458	0.01678002947633112	3318130.003899674	500937.246365064	569865.0908033828	[Prot]PEPT365	PEPT365	3
File2	P00094	Gene_366	False	0.01985992187954483	0.013071075269256808	21412535.16911448	934493.5473295302	59775.74512942283	[Prot]PEPT366	PEPT366	2
File4	P00013	Gene_367	False	0.014811712465853465	0.013705700999552758	40721176.63209766	163151.76292646633	2351910.5899766954	[Prot]PEPT367	PEPT367	2
File5	P00083	Gene_368	False	0.019401323215587327	0.013906311698586417	24348238.260035995	445370.9432566654	20969.227977349557	[Prot]PEPT368	PEPT368	3
File8	P00096	Gene_369	False	0.019452504725524036	0.005873145216326206	1411738.3923667043	311096.7428271757	245797.1296647658	[Prot]PEPT369	PEPT369	3
File2	P00083	Gene_370	False	0.00468156403040433	0.012437662259030622	17208148.44947734	1483485.1053004402	244209.29736266128	[Prot]PEPT370	PEPT370	4
File7	P00037	Gene_371	False	0.012435395773775471	0.007582422533885937	9380796.08215883	538270.4982355628	6022856.030738746	[Prot]PEPT371	PEPT371	3
File1	P00108	Gene_372	False	0.012538928102121812	0.010270746317134084	1633964.2862995856	2142809.337196917	134110.46477625647	[Prot]PEPT372	PEPT372	3
File4	P00018	Gene_373	False	0.01357262016932118	0.012935411020503247	1835610.5804069862	439590.0777810181	479290.5303103555	[Prot]PEPT373	PEPT373	4
File4	P00085	Gene_374	False	0.014677918119911978	0.01282897522988859	11807904.18961246	1474744.4528507001	123158.30166526901	[Prot]PEPT374	PEPT374	4
File5	P00074	Gene_375	False	0.009811751681272676	0.012033376388619422	6011650.264420464	4605266.604789128	1144974.812752704	[Prot]PEPT375	PEPT375	2
File6	P00028	Gene_376	False	0.017540517800302344	0.007207219111463515	221840090.8003413	509173.7806643418	666125.6938154246	[Prot]PEPT376	PEPT376	3
File3	P00008	Gene_377	False	0.0026465251490435902	0.015606331849209483	1896628.6157945879	3081626.4082259038	100408.0729631201	[Prot]PEPT377	PEPT377	4
File4	P00101	Gene_378	False	0.0040355458355966455	0.0034584482584388734	7089522.147421807	16219876.482362647	841141.5606511988	[Prot]PEPT378	PEPT378	3
File4	P00077	Gene_379	False	0.01535337290365739	0.012976971851609675	3009677.250795831	7130376.471367869	278542.34888352366	[Prot]PEPT379	PEPT379	2
File2	P00012	Gene_380	False	0.01491407034876639	0.00717098080738497	7957625.580608036	1237307.5601109937	255672.91147350043	[Prot]PEPT380	PEPT380	2
File5	P00082	Gene_381	False	0.003781015575828599	0.0003483656737664176	2883530.5691209533	1630221.897254371	514222.9416176202	[Prot]PEPT381	PEPT381	3
File7	P00093	Gene_382	False	0.0017182583082417603	0.0073857958633417225	4139102.8515824396	2309484.2195537523	452169.71446980693	[Prot]PEPT382	PEPT382	3
File5	P00030	Gene_383	False	0.019721415771139547	0.019061039230496596	66113851.5784002	410900.3393252671	98551.81451855479	[Prot]PEPT383	PEPT383	4
File8	P00023	Gene_384	False	0.002368836106619452	0.0032594123222675943	8665844.380657723	266698.70156524616	966799.3026272008	[Prot]PEPT384	PEPT384	3
File2	P00119	Gene_385	False	0.013921934992549585	0.0013653385625724157	14296541.379517632	895230.9515312698	234804.3944004571	[Prot]PEPT385	PEPT385	4
File3	P00038	Gene_386	False	0.005849760919191522	0.0013981028962067898	12728199.767392453	112170.74039545386	673259.9960291265	[Prot]PEPT386	PEPT386	3
File1	P00033	Gene_387	False	0.014537041896762913	0.011651076500120676	4040969.191600712	2555330.6460864656	115536.46741292781	[Prot]PEPT387	PEPT387	4
File8	P00065	Gene_388	False	0.014402427482865604	0.018060092172829716	3797981.2312270696	617249.7126275244	415390.09895134595	[Prot]PEPT388	PEPT388	4
File2	P00087	Gene_389	False	0.003555106279242466	0.014476912797736635	11601526.62779031	5115698.572173814	220238.85344002437	[Prot]PEPT389	PEPT389	3
File5	P00088	Gene_390	False	0.013886486121121469	0.015815049322210013	868227.2269475299	561346.8247266938	16394.22599488107	[Prot]PEPT390	PEPT390	3
File1	P00033	Gene_391	False	0.012908464894676097	0.006656227055425743	2575265.2200635867	5407665.11700942	65908.49178679983	[Prot]PEPT391	PEPT391	4
File3	P00010	Gene_392	False	0.006306851950749688	0.0022025736686748522	1860991.4873124321	1761493.5162991884	436335.05087052763	[Prot]PEPT392	PEPT392	3
File6	P00088	Gene_393	False	0.017041762479721098	0.01951000237489876	22361017.309016045	533290.7390707426	67555.65421586853	[Prot]PEPT393	PEPT393	2
File5	P00094	Gene_394	False	0.005929603470744069	0.0101926999978399	3188274.048560521	2600392.0544425906	256033.4982613943	[Prot]PEPT394	PEPT394	4
File2	P00067	Gene_395	False	0.017191168003341886	0.007952773359434733	5643589.699227989	548873.2104883196	337209.89388694096	[Prot]PEPT395	PEPT395	4
File6	P00113	Gene_396	False	0.004731928446412406	0.008263349243940067	1189462.9931569828	14577759.141342059	472736.2490493124	[Prot]PEPT396	PEPT396	4
File2	P00027	Gene_397	False	0.006333962339872594	0.008375049577884427	7415587.253089118	567986.3399058799	192440.0365597437	[Prot]PEPT397	PEPT397	4
File8	P00030	Gene_398	False	0.0165260519204924	0.002784003355626059	37231818.956734836	400566.7391604203	169382.84999757644	[Prot]PEPT398	PEPT398	3
File4	P00094	Gene_399	False	0.01388040845588039	0.01893311284986697	864273.7248051498	472486.3892058918	722739.2448706828	[Prot]PEPT399	PEPT399	2
File3	P00049	Gene_400	False	0.013768868481136681	0.017702797016993836	972723.991055838	2461574.034997168	263770.5976322958	[Prot]PEPT400	PEPT400	2
File2	P00027	Gene_401	False	0.0032448110329647653	0.006346911000355422	7504781.273636979	193374.09013643293	76818.72337662903	[Prot]PEPT401	PEPT401	2
File4	P00069	Gene_402	False	0.0006969634998237951	0.0198096679831415	3211083.06871602	195843.2064210705	382027.540494114	[Prot]PEPT402	PEPT402	4
File6	P00010	Gene_403	False	0.01520334252719066	0.00799570784852335	59751950.00171102	5700299.70287622	256334.93875950394	[Prot]PEPT403	PEPT403	2
File4	P00061	Gene_404	False	0.002375491100457954	0.011031453037934933	2877353.64410126	1845480.5231147045	227521.73031080468	[Prot]PEPT404	PEPT404	3
File7	P00036	Gene_405	False	0.015236754582028222	0.014037804488169324	8916687.393819604	1148514.0752632646	75467.19849520957	[Prot]PEPT405	PEPT405	2
File6	P00070	Gene_406	False	0.008295970481251455	0.0008319500655960611	2956473.734969722	359208.7266290044	200030.4490214349	[Prot]PEPT406	PEPT406	3
File8	P00035	Gene_407	False	0.015734101404376977	0.016061145272306968	208503.78462570766	1186453.1116299282	502714.4979039584	[Prot]PEPT407	PEPT407	4
File4	P00010	Gene_408	False	0.008747788633594463	0.01104596443627146	8314671.990780951	7152330.697549402	299276.63792163646	[Prot]PEPT408	PEPT408	3
File3	P00072	Gene_409	False	0.010805863205084266	0.014180679926948386	7980219.20223512	8974393.51742616	238560.1744888395	[Prot]PEPT409	PEPT409	4
File5	P00080	Gene_410	False	0.013745179786641167	0.0071651574366355525	3471041.078469722	2340432.3992127734	306609.0161389495	[Prot]PEPT410	PEPT410	3
File4	P00051	Gene_411	False	0.018828078849951004	0.016894348616631038	2861259.795231824	3063793.8251185347	985764.7815437618	[Prot]PEPT411	PEPT411	3
File5	P00115	Gene_412	False	0.016492678907093522	0.011306631127093318	2064846.0125787111	449972.02763972594	2575375.756648907	[Prot]PEPT412	PEPT412	4
File5	P00019	Gene_413	False	0.012449242850667088	0.017162369509821508	590870.8958771493	44791.77936760484	42255.13847472252	[Prot]PEPT413	PEPT413	3
File6	P00005	Gene_414	False	0.01393226774773671	0.01077728912097771	1573430.509916562	266785.1208724905	141577.2065117962	[Prot]PEPT414	PEPT414	3
File4	P00091	Gene_415	False	0.016133824912681387	0.0058712594491857305	6790110.277829935	1614731.7613169323	603830.1366772653	[Prot]PEPT415	PEPT415	3
File3	P00072	Gene_416	False	0.018700892586010633	0.01805144024311349	6546412.582376507	548817.5162856657	7601784.55912048	[Prot]PEPT416	PEPT416	4
File7	P00071	Gene_417	False	0.016642576906506938	0.0002587202453219173	3482660.023276198	3287459.0115125263	3953031.611256951	[Prot]PEPT417	PEPT417	4
File5	P00042	Gene_418	False	0.009484773538866832	0.014627667215651901	12295544.264556143	8358425.682661616	55763.59256763393	[Prot]PEPT418	PEPT418	3
File8	P00044	Gene_419	False	0.005782949395825811	0.010489490248989942	24143139.25983466	429788.6965439815	42752.0646605395	[Prot]PEPT419	PEPT419	2
File4	P00110	Gene_420	False	0.005449835440468704	0.0006109758227791917	931643.8427963204	1701867.1767187458	224901.19332808434	[Prot]PEPT420	PEPT420	4
File4	P00009	Gene_421	False	0.008505773850565588	0.0028627847728195156	8874923.301477648	1949676.2465520394	481640.74302871485	[Prot]PEPT421	PEPT421	2
File2	P00018	Gene_422	False	0.00024993027039677874	0.0021328193304440825	1488550.1732612315	540149.3991289864	281273.6515374073	[Prot]PEPT422	PEPT422	2
File6	P00032	Gene_423	False	0.011056460770529814	0.0034047948037232833	978481.1805398365	3431809.5089612915	407820.7501836153	[Prot]PEPT423	PEPT423	3
File8	P00054	Gene_424	False	0.01565776178885998	0.01127844879567078	810555.0886842769	285826.5947348364	270201.9366219994	[Prot]PEPT424	PEPT424	2
File7	P00033	Gene_425	False	0.0008527150542810013	0.017176837293255934	6118995.232531054	1037383.2758369057	147293.60942396658	[Prot]PEPT425	PEPT425	2
File8	P00063	Gene_426	False	0.01719874954262844	0.018222636218978763	1859082.4711597892	291036.9777321812	175798.71076071772	[Prot]PEPT426	PEPT426	3
File8	P00022	Gene_427	False	0.01378999010768304	0.007659957296947386	6625959.68347967	788816.7772490685	390639.91565405426	[Prot]PEPT427	PEPT427	3
File4	P00067	Gene_428	False	0.008840085899475405	0.0071469009482927025	19705758.27365129	116716.47816246907	42673.21675531181	[Prot]PEPT428	PEPT428	2
File7	P00022	Gene_429	False	0.009292882691573787	0.00711879630097564	379006.614560846	7664064.904335074	7150145.240276901	[Prot]PEPT429	PEPT429	2
File4	P00009	Gene_430	False	0.0034337908255191317	0.0019975906386614684	6595499.648184252	12361383.010018975	659706.8698183132	[Prot]PEPT430	PEPT430	3
File5	P00029	Gene_431	False	0.0023853709752091	0.008919544776076123	5225957.353892651	846915.8151588123	975193.7949099701	[Prot]PEPT431	PEPT431	4
File6	P00065	Gene_432	False	0.00040783572913361877	0.016181745332576915	403508.843457966	1871146.0636562766	167238.87046047908	[Prot]PEPT432	PEPT432	4
File3	P00050	Gene_433	False	0.0024270591188998193	0.0013858589835266666	1114730.3381556182	396008.25385448855	120561.34212833937	[Prot]PEPT433	PEPT433	2
File7	P00054	Gene_434	False	0.008147743392215408	0.018695665887622673	38871294.53282714	225597.60859986275	91870.35027832267	[Prot]PEPT434	PEPT434	4
File5	P00098	Gene_435	False	0.002878147067799728	0.019420088257429427	2489500.5624077693	193600.78218247052	20841.182902724246	[Prot]PEPT435	PEPT435	2
File2	P00023	Gene_436	False	0.018644021508644342	0.0123574146129477	1218644.3415466545	258525.72690776284	416811.5753395312	[Prot]PEPT436	PEPT436	3
File1	P00085	Gene_437	False	0.006166203137470079	0.0024543628848364384	3391946.38842413	843663.8301140156	42737.116187066036	[Prot]PEPT437	PEPT437	2
File8	P00063	Gene_438	False	0.006680698983866007	0.006015598350149123	1362658.6422962055	864108.1547339212	174496.16134593743	[Prot]PEPT438	PEPT438	4
File6	P00003	Gene_439	False	0.006383743047715111	0.019043972044205215	8915363.472991737	2210324.3624672024	70317.80216351693	[Prot]PEPT439	PEPT439	4
File6	P00078	Gene_440	False	0.018501775299233664	0.01017453309038503	130870.6667890854	118629.1454161974	177370.472357185	[Prot]PEPT440	PEPT440	4
File1	P00005	Gene_441	False	0.011173342983333183	0.0023332022176917834	1961069.3802250864	413933.1883010553	836832.2559485284	[Prot]PEPT441	PEPT441	2
File3	P00120	Gene_442	False	0.0175499291526261	0.00893172625212656	5334140.207170393	2024380.1934329523	238232.40673820602	[Prot]PEPT442	PEPT442	2
File3	P00099	Gene_443	False	0.015123363400533659	0.01749852103683313	17279108.697453175	1076004.1191449338	377508.3989004739	[Prot]PEPT443	PEPT443	3
File7	P00026	Gene_444	False	0.010904108609552187	0.013566280722699614	1578447.491726115	364910.08288797	1856498.4729383057	[Prot]PEPT444	PEPT444	2
File1	P00040	Gene_445	False	0.015022615105915878	0.013622254882831466	26691232.898011092	270581.94232600264	37101.66037479887	[Prot]PEPT445	PEPT445	2
File5	P00021	Gene_446	False	0.008252608223880846	0.004822589808838496	18363524.969365217	571390.8378442929	398581.0073785942	[Prot]PEPT446	PEPT446	2
File3	P00120	Gene_447	False	0.013151614727051002	0.010654005113498979	1869302.6821831048	1010601.4100395993	167458.2274747531	[Prot]PEPT447	PEPT447	3
File3	P00059	Gene_448	False	0.0006072547274499796	0.014842000891030532	2264784.089314481	227950.69958150273	428640.0570222952	[Prot]PEPT448	PEPT448	4
File4	P00058	Gene_449	False	0.007005721953196931	0.019097011594042687	2232663.9749193382	2404927.493338473	258563.32561624842	[Prot]PEPT449	PEPT449	3
File3	P00088	Gene_450	False	0.01941713045488621	0.00975213223236759	2361324.0545732793	7646794.156652076	390955.517503613	[Prot]PEPT450	PEPT450	4
File3	P00064	Gene_451	False	0.006183929165175642	0.0196296375607	80379423.16090274	9639428.471193353	435120.3835254675	[Prot]PEPT451	PEPT451	4
File2	P00002	Gene_452	False	0.006929137176723803	0.014516638912540281	3864687.7211898873	1208902.5701978342	131742.92040277334	[Prot]PEPT452	PEPT452	2
File6	P00001	Gene_453	False	0.011174835606952092	8.702234216298566e-05	328631.51466138416	732884.4456738579	155391.61376634863	[Prot]PEPT453	PEPT453	3
File3	P00048	Gene_454	False	0.004433357741451394	0.01474439472163718	8599105.446592206	1445903.4424712844	1317386.3391406902	[Prot]PEPT454	PEPT454	4
File1	P00026	Gene_455	False	0.017279486446952593	0.01857031006020093	23953574.389455613	2570178.7997112195	184286.5867111373	[Prot]PEPT455	PEPT455	3
File8	P00029	Gene_456	False	0.011338881368447438	0.018944418827076367	6105769.580164178	1289583.6456137595	1975587.501062174	[Prot]PEPT456	PEPT456	3
File5	P00005	Gene_457	False	0.013327207596474678	0.01716993694541636	2323388.111757645	1566917.9420702865	53323.031008097554	[Prot]PEPT457	PEPT457	4
File1	P00092	Gene_458	False	0.016359533261272766	0.019197975259892214	22016363.063103266	669688.5808820918	384887.3814171983	[Prot]PEPT458	PEPT458	2
File8	P00090	Gene_459	False	0.012577688229641303	0.01988473955855638	27473281.517802488	864316.2198301725	1264306.3514234342	[Prot]PEPT459	PEPT459	2
File7	P00024	Gene_460	False	0.012510282547279998	0.000489013673791563	308598.5488727302	1688865.7857888364	306753.23689244076	[Prot]PEPT460	PEPT460	4
File8	P00034	Gene_461	False	0.0024902612764738153	0.010266096177028854	21702284.230989523	5965109.342802225	204050.45286988709	[Prot]PEPT461	PEPT461	2
File2	P00010	Gene_462	False	0.01629805438223174	0.010689833865557316	2704925.9745922354	2044190.7841966243	2068141.1012602628	[Prot]PEPT462	PEPT462	2
File4	P00002	Gene_463	False	0.006384132323806211	0.002182438059114369	249136.1846847464	655792.7132824349	288929.34338242054	[Prot]PEPT463	PEPT463	2
File8	P00110	Gene_464	False	0.014862210054025767	0.019074943027360874	4459222.935875151	416583.3027320048	897236.0979638423	[Prot]PEPT464	PEPT464	4
File1	P00023	Gene_465	False	0.007677887586994987	0.01547767128557271	62309392.669729196	3622853.4708997514	111474.51732944344	[Prot]PEPT465	PEPT465	4
File7	P00006	Gene_466	False	0.0028432650921889893	0.009610715568781056	1207053.841074832	1570535.2840812216	162225.5112413086	[Prot]PEPT466	PEPT466	3
File2	P00114	Gene_467	False	0.006557221047441215	0.015674975848280842	1373209.4565857926	276841.6213004603	153190.32017850343	[Prot]PEPT467	PEPT467	3
File8	P00001	Gene_468	False	0.003657890723609778	0.007888391528838008	5795583.780466503	748774.3815669842	212339.1665270013	[Prot]PEPT468	PEPT468	3
File7	P00018	Gene_469	False	0.012273324647924912	0.008984663896049653	31100128.280077267	2702267.6461650655	43147.63452586293	[Prot]PEPT469	PEPT469	3
File7	P00014	Gene_470	False	0.0027915130248447385	0.010724901094552352	1578566.9364143708	301929.28520309075	574846.863651245	[Prot]PEPT470	PEPT470	2
File3	P00069	Gene_471	False	0.010475258339979577	0.015719652619410048	1053640.0944292266	2736110.9452635422	438985.16345353145	[Prot]PEPT471	PEPT471	4
File7	P00040	Gene_472	False	0.0007400235557815904	0.00780429530828451	3097690.283049735	10669775.6953306	9123.341940996861	[Prot]PEPT472	PEPT472	3
File7	P00080	Gene_473	False	0.019262040518707786	0.0026209298330756737	3598341.9205270195	1124204.8940055624	303132.15802085155	[Prot]PEPT473	PEPT473	3
File5	P00073	Gene_474	False	0.010187280447906203	0.013045398582783918	11165923.65366623	1737808.2050130423	63936.99575549964	[Prot]PEPT474	PEPT474	2
File5	P00119	Gene_475	False	0.0019651799509713365	0.011781781321317505	270969.91156768874	305908.9373449712	127844.3406696311	[Prot]PEPT475	PEPT475	4
File7	P00090	Gene_476	False	0.01273263453564856	0.009633319055772957	2223685.8812941564	447361.5316690046	1150005.3495245115	[Prot]PEPT476	PEPT476	4
File8	P00045	Gene_477	False	0.004818164904432718	0.004153866465831169	8374978.917047154	4239359.651441945	641600.5497103943	[Prot]PEPT477	PEPT477	2
File4	P00061	Gene_478	False	0.019516875371019395	0.0028541847395057674	13731778.083360158	81508.8972319835	219589.29800076046	[Prot]PEPT478	PEPT478	4
File3	P00060	Gene_479	False	0.008087831073960262	0.016151395145301294	3360882.62332367	1061180.5472483838	1153258.5910316105	[Prot]PEPT479	PEPT479	2
File4	P00015	Gene_480	False	1.251263529511215e-05	0.005920373328853437	1535525.6307992884	2136870.736031164	1338800.050794717	[Prot]PEPT480	PEPT480	2
File3	P00035	Gene_481	False	0.006523204866799055	0.013224498789460396	1781843.509568096	920835.0330259982	64390.834855865585	[Prot]PEPT481	PEPT481	4
