ProteinID	GeneSymbol	Description	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16
P00096	GENE96	Protein 96	1516030.7932595867	48896411.896523066	2131697.7164038955	23496352.491669647	766017.39277353	1741065.7641797385	226570.65620018472	28491659.298245758	663465.3466092733	459926.48431210057	3175974.614067968	4391566.750077812	12229329.12105172	592282.1319816195	3151850.8656313075	9467736.86858255
P00097	GENE97	Protein 97	1950932.1015958092	11847071.133371001	14571845.660968818	18517391.82493092	3648384.4420282803	15689051.169399245	2792651.405499091	11243020.492641028	6789460.779945317	5344452.11036821	7910425.294206116	25697095.42999345	25058144.629833203	8238772.479949617	28989021.717663534	7168674.739855947
P00098	GENE98	Protein 98	913470.7759686615	2985094.1231342833	14106503.8229799	2108986.8692615456	1052975.9839318993	12578788.562911874	4521756.902391911	6484751.213106245	13887905.4095951	494248.23555866285	753833.2356986415	619456.4720956536	16060838.532531446	16624358.25342317	2598320.8971589105	63489875.050478235
P00099	GENE99	Protein 99	4925057.817702541	10664594.580948792	7962814.205726133	3144513.5491939355	461118.32513651176	10978265.037496783	6833762.548116014	3117119.901373883	3778535.3697386296	1369768.0954660147	7710883.029828921	3993513.870354649	8367011.575141218	1763140.5880472134	1548965.138619309	12153577.368483162
P00100	GENE100	Protein 100	7425373.553978711	15367964.31144618	6484087.894265934	453684.0736199858	3569779.743182007	11333706.63143175	1441111.3977070607	67688365.65309112	831727.2611075805	24624603.261970747	1811623.2130748644	33554333.671232626	2825341.6771230483	796150.2573172657	390757.35406420764	5283923.338859135
P00101	GENE101	Protein 101	2378346.3413567743	631845.1416275839	8735120.214493046	11478537.180115074	2930131.531027458	16951586.29090761	9153368.965928724	33888705.351682805	1318940.904703372	1360024.3673627712	441418.61725953105	7276810.680181752	18946937.988393053	1810794.9350021835	2373015.646163082	1541339.800425217
P00102	GENE102	Protein 102	22443411.425467327	107449829.62445614	9748512.460343184	2420339.211303646	3435203.525690494	5451528.500304919	5213567.128119674	1992861.0545751683	2463532.3379207295	2239330.741507271	4169873.0148076047	1037389.5456473159	1649005.2084935126	7198203.621250879	5079316.112274144	5877726.752692548
P00103	GENE103	Protein 103	3139901.9830381093	10433621.514906565	7513637.332040998	34101938.54830429	3600165.9609035933	4513389.818397723	1407546.8699157801	23762783.062555235	3900824.1833549347	6949722.161000738	3658735.128930096	15210496.46410505	13073373.541919515	16204704.548180915	48510280.89739886	12571970.626992337
P00104	GENE104	Protein 104	2358634.1493155016	32250987.504135374	9800294.435278228	781849.9471372019	2320019.0885286895	2673968.883554343	1579020.1811751118	7568751.773288823	15728451.491881007	4906628.32853797	5319859.425662252	4829851.820473473	420929.88318093016	1412999.1160531798	3190145.307077273	12716777.347694248
P00105	GENE105	Protein 105	29159138.30120959	11890491.277550522	1366889.3169024098	4236076.725862903	2162139.2312721335	519915.0016861827	8538146.106389387	3242449.140700003	3099489.3371459492	2003160.229847559	8241882.815178581	21874349.903611314	8865432.78793602	6220942.39965625	5399229.286770085	8891668.41060994
P00106	GENE106	Protein 106	1669018.882331088	730110.4895349935	14643403.094639678	4087145.0173699465	18414783.252552856	3890382.90632332	14916516.572594034	1489683.9658395476	663891.7048364311	11042418.9866168	1870480.9475037397	1352387.306932022	3583116.686942862	10356496.151042156	8176648.726225644	9639612.258967977
P00107	GENE107	Protein 107	40542099.124355026	9094411.20299755	445700.77212247637	2050859.6561272596	34219650.52211253	6454443.4701683	3265880.2339049284	441498.3935412395	5734545.592109501	8755691.385743096	201954.66015404247	10284088.667179449	5496077.679894188	3951284.526649025	16848488.045402527	51633665.5203975
P00108	GENE108	Protein 108	8398032.539044935	3602602.094806198	4897417.521375916	32832618.636949416	7654362.091371042	667480.2937975427	11133166.485742932	13918277.587932594	526777.6584089844	3979583.91349412	13000689.842329776	2420083.9571340247	8515623.629373198	12608426.794170741	5424743.630227381	894224.8822038193
P00109	GENE109	Protein 109	2810966.026412691	649732.4455889458	29567571.137301188	7933915.744172955	5222280.240223787	6437099.48109959	24658621.40017922	1719619.0438512394	2524761.006414829	1715999.5837296818	18188672.416623477	2181409.658308291	2589655.549581971	860971.270754427	1132683.3079616388	1673036.1730390368
P00110	GENE110	Protein 110	1948332.5132444596	5146760.57260469	8605685.305648161	6737853.795715778	8064405.067957564	4609937.802293667	5801452.873295593	942834.4521914534	5000556.788480541	7252093.42711029	12480025.44101834	15268128.0010908	1647057.5932831948	337278.64526181755	18787191.334021088	377398.7039705417
P00111	GENE111	Protein 111	2656665.7578644375	6459801.340067611	13616619.460970778	26917408.466017395	418738.5986340508	1410841.2283271628	1648081.9051502212	9859768.96881242	5029833.949900255	11151927.29055855	3805502.610200914	2625015.961035003	24581814.527074758	2377007.983403681	10075936.872600289	7100128.766506053
P00112	GENE112	Protein 112	2777051.4841049546	5894306.499052886	10129412.492835183	21792250.87936708	2081920.4146695398	1623536.2174589217	14201261.732291283	261224.64612415317	18594431.082757056	5486028.505007496	789297.6669354814	5375406.059525991	3512864.268309037	496037.64897787414	11826585.217252588	1244703.6998947866
P00113	GENE113	Protein 113	5351653.545627035	3607019.0918877306	6078792.937285975	13477600.814385239	2372573.931104581	3047925.311071492	8862435.95068587	11990375.381972756	6275471.956580913	2986951.4046590803	1626303.2000054433	3581099.603638791	2799274.2195531763	2493163.7285315427	746602.2236523024	920943.8461395759
P00114	GENE114	Protein 114	1419655.1442026189	7446311.629104693	14773967.756612413	1713452.0753355422	41767132.05789416	6157432.365269707	7328016.855399331	4162027.27897089	3109893.06016469	4404508.045977536	17389090.24242545	30956141.324779317	8543480.227384906	1555933.973659903	6934049.508792472	3373772.1257816446
P00115	GENE115	Protein 115	12881247.71697507	26371596.048570044	3728779.639721972	18909990.666537866	786512.067104638	8179426.43434056	8606371.892091367	2091777.7265882592	1551021.6478442901	5267872.706000089	3785892.116107593	1455229.4886685002	13508965.326984564	1332447.9069868142	772488.5675464547	373303.8961740387
P00116	GENE116	Protein 116	1380688.694453782	8006090.38903858	1285871.5352497427	91522666.16210476	2045775.446553205	950001.1682168052	6393774.841341412	6218403.124178783	42714424.65064251	1034993.4583642142	15312654.37630244	7266782.223638695	1120020.0954516933	4366988.711263345	19972262.49823898	9885837.805732733
P00117	GENE117	Protein 117	524223.65049482737	17962787.28558345	1555509.503747261	3555729.4783438602	25506301.23775756	2951220.0480086408	3060702.516115613	5447829.9352641255	7895924.745301961	22873829.095788784	5262742.2831656365	19094951.553232923	52275244.37648399	19603968.87018013	887152.7479463089	8088251.711622783
P00118	GENE118	Protein 118	17738171.39846178	2669622.4704466676	4400388.085180677	13967445.706400553	7658916.485279739	1793643.755169701	74993744.91536784	1741338.757692443	5144417.521160268	737253.1110888217	1243362.8333470975	669027.5937055672	1577529.1671033911	4413299.336181223	2713179.6473510694	72958479.14220169
P00119	GENE119	Protein 119	8233909.348054302	26350042.887039185	1642895.011784097	1535252.8413685535	800169.5653192044	491923.88213038334	1714857.2498827192	5354308.678435659	11987199.14232526	3713923.4245669656	26655533.40845505	1015456.3834595185	71455695.4454745	1065101.6655080216	3595052.409747318	9988277.382075638
P00120	GENE120	Protein 120	744943.9536607641	1152169.3495928957	6802831.934774497	5580546.781004975	9208447.773567991	6685914.896447892	7044134.502838509	812571.2837817027	30591050.272897292	2657642.4863699414	1868297.655352434	870487.8379884337	476692.2897130114	3225135.826384642	1139507.9450523544	664270.5453660174
P00121	GENE121	Protein 121	1581637.6525206228	631434.9025574633	4676349.4799118275	3596003.335966069	10932276.120526936	3117722.281311039	2107270.473111298	2129298.348677013	8278331.438817924	8931274.803870125	6830845.362780434	3690036.0055570113	7672495.173801903	95988699.7779901	20453728.39152751	1271072.1617892175
P00122	GENE122	Protein 122	13708404.858535577	977834.0132813429	3915173.062444038	2172063.004328389	5851257.457078534	3175606.0026425296	756632.9239810301	636984.5279362308	8670761.298043462	2113202.1012149705	306108.13914489123	8954251.156478286	3291310.2885855846	4064773.7155878223	1459646.7251095765	376932.8742321311
P00123	GENE123	Protein 123	453760.853830915	10668999.070269579	2832640.7137180846	817220.9738683568	126864512.13360582	2310051.260210263	8960945.271141386	3912294.759602163	8479590.460059483	1797819.0677228065	8069427.733170099	1346918.4711558004	2282507.968241897	16157235.839169215	803265.8225666186	1043127.9374348639
P00124	GENE124	Protein 124	16889259.1620852	598366.9646347079	10775256.01886393	2803008.6780675077	5968623.275820304	3550493.1388032576	796565.2121139201	15309094.122371249	9606624.68278573	186726.02968149522	680352.2396772937	176002.23380147235	3529016.9417257607	50049028.75355424	1152078.5579616032	1992887.681211382
P00125	GENE125	Protein 125	3224811.4436786356	226784.30405109358	4692307.168918141	14805716.143286575	6177281.138983938	6023708.623052607	3737859.1064807093	2273388.1653332976	965786.7696304326	701779.3970988007	9928165.772443691	1957036.1553846758	12322250.335168224	216303.6462534284	15804743.409465848	1594371.669376396
P00126	GENE126	Protein 126	242389.68098011342	452063.04581680155	8282760.34819438	2334703.981435839	1417631.3148908566	138403.75459418667	9037241.290988982	2083355.7416283053	3883135.2369709965	2996547.4881378748	30772535.70938831	5046280.257070938	3579283.9441095507	2308707.026090514	2206342.5630663717	1808641.6723632694
P00127	GENE127	Protein 127	73537686.09706923	2578685.832267645	1071706.5957787128	887996.1111822654	17130770.97885577	1254258.3910571819	1638358.8480727272	1724643.8443514002	1603086.908507812	666702.1052183629	1884486.5222973907	2398928.7002689447	8160559.002296878	4122043.5310472483	2417063.7301398856	7536094.307798786
P00128	GENE128	Protein 128	1559737.0279906066	2557827.467101395	7752627.140199928	6085314.850751128	26808691.58471215	2544260.6840457483	7441890.742062019	86654484.90900989	28268450.55927923	1079325.1873387727	1645450.110974036	5111724.781207877	1245754.9655241617	1065886.5465518914	3415326.265891221	224405.051851969
P00129	GENE129	Protein 129	5038089.841034	53460765.21128921	43743334.27241185	60269958.269489855	2324254.8938044556	830467.1503959704	3681070.4324122653	62891390.11606553	12059083.091299882	2992087.863424032	3938768.597024654	6735133.158366956	2616955.3695897716	629874.9582468674	58535727.542886354	32559710.72598811
P00130	GENE130	Protein 130	10159613.884139352	5524843.107469008	2541256.491021228	2997323.3581392304	4396362.887239231	2877379.6744600907	959222.7943905286	66949103.61518253	489270.21608047764	3925285.6846616636	1615602.730285304	2766071.4166000527	33687359.932066	28899720.478145733	7141025.068065489	73176093.58778319
P00131	GENE131	Protein 131	1509135.7173239724	3878244.0945023065	3480808.6661047237	2296553.45534296	3340836.8524868204	5092398.855014429	4214228.919925573	8938719.907784512	54895958.874782756	2222403.492973865	4740502.887531562	18457190.83029936	1243759.660937244	21694635.587452874	6504819.950411342	21752507.886734445
P00132	GENE132	Protein 132	3758276.934344762	497839.3964938196	11630775.370505782	822867.9102636805	1169630.2608234086	7250872.705083368	3808180.9118510955	2203066.7731268355	11495125.687368024	2169157.355783005	3858013.9100482897	4741504.62372947	1155885.1799212536	587459.9382680256	1989589.6589567356	13757680.923543138
P00133	GENE133	Protein 133	10777069.080603153	350326.9945957841	28840441.018226374	5122064.086116032	1125244.9824151623	58257153.55805453	10589159.080201574	317343.22752225376	4527532.919376807	3129446.614803052	3113406.0783755803	1082103.9582048408	2111386.7779709427	15136807.769225873	1319475.840163904	1724630.9232355263
P00134	GENE134	Protein 134	667158.5613686009	4089767.8727460057	69593281.58155358	8614904.731584735	458603.2738114207	7554461.927902568	2304171.7317573866	1226592.2739868276	9655185.9987297	2706575.905807946	9479206.140170416	10625738.313701492	1047882.5014266414	9848176.917266898	22347986.81915577	1586567.9681898265
P00135	GENE135	Protein 135	3304200.6843242366	3528276.72259477	13225845.134549735	776948.7327925152	3061326.8447660115	52360991.958557844	2347754.1072880356	3616910.34521191	19830530.140499737	63763850.1114547	2140616.6435815296	212505.5680699621	10102247.3824697	14954576.795877071	10947428.5959298	4342555.337335613
P00136	GENE136	Protein 136	898780.5872444719	18330895.144373912	620665.3430503417	2967444.3883443116	22235640.768839985	3380066.3499135803	23712730.54804878	7059405.278590447	1612063.6535418683	1245681.9976837027	1529137.2395423763	1242089.3332317774	7047193.843794577	1291079.6921290962	1977767.7532982067	45603388.947464794
P00137	GENE137	Protein 137	2693423.0096082846	23031375.365419414	7109057.195671458	22591262.362922233	2596453.015818701	44869587.41258658	802564.7781578479	1292497.0414395526	3388311.5526981666	1061748.0222717845	567242.971862984	5194017.475817805	5190695.499546143	3231281.017172229	6170009.643248169	12805806.13312485
P00138	GENE138	Protein 138	2234558.779742528	1585706.993195238	843714.586391181	51951732.5755671	152275.41273435781	32117782.800770357	2576671.97962307	4725764.393927486	283320.6083008325	1949152.6526772776	10603197.7644241	6527618.954924731	13170736.220916826	6318112.51092103	10218021.017803583	7681677.668147887
P00139	GENE139	Protein 139	5857176.486205952	7743765.52889474	4221928.693305409	1645389.804085079	12077924.212150328	5263058.722206213	20216038.240052618	2065197.7626710597	1642632.7759555352	15205524.643338287	2559074.829491606	954036.9796111375	27909091.173098404	4877375.430627449	600881.1995065755	11772726.389409965
P00140	GENE140	Protein 140	21293244.940722052	10872841.599556632	8693155.350938244	1043408.4066386555	21857737.229046945	39281796.66190289	14383691.302877355	3886321.18790928	554299.9159890583	5666335.033724981	5699554.6339074215	4471376.507794602	5975040.483553466	7829347.610825272	1977890.3860527403	39076362.2630125
P00141	GENE141	Protein 141	899086.041459407	2066473.1065960976	11175456.02394585	3358073.756354617	12464474.418119218	2414702.895192134	25426085.42772698	3498805.5476308465	29852474.921612654	1617868.717315084	52492944.95846848	4754745.322986567	2741839.910606789	1226071.5829696571	635457.791053388	887470.2053925081
P00142	GENE142	Protein 142	2292431.5053339694	11459854.730167814	17728704.160760555	7419582.871520184	5194283.428772776	16278680.087894676	8944772.460253768	1199421.8444244098	4015509.2956864187	894619.4758253497	75305702.95953517	361818.44183890184	7545502.577700996	9883207.410130914	16773689.570278972	1202772.6598864181
P00143	GENE143	Protein 143	7011312.632340707	37232838.265444756	1451498.3843755303	6602678.958075226	2634238.4286994045	7480305.919970744	4245828.879201395	7493904.4451400535	1692674.789481542	631378.5970682825	614510.1856858474	10603816.944144422	12742040.796164656	1576368.6667462082	60092978.732213095	1452310.5364113795
P00144	GENE144	Protein 144	34377432.48635015	993979.3129485669	1668916.4517190745	1771230.5604753052	5856565.160637267	10376716.775307668	38947704.82005269	1031071.6039405545	12629308.410148816	1031946.2994735126	3985736.297147656	6120037.391884038	9028791.781268502	3042609.4160988415	513974.52102324535	16043923.30616276
P00145	GENE145	Protein 145	56657084.87620613	15174926.93476317	760953.4722003953	10171953.277568916	362579.7912244691	3963332.73296936	5644708.47268368	13778280.180825215	1452137.611219725	2533235.273595456	3237628.682156532	15117111.731397001	6486356.652306014	9569280.630538354	14459592.401335027	4666769.01961256
P00146	GENE146	Protein 146	1505117.7957760487	8536702.783353275	2192727.3272077036	141125.2146071163	281310.58485662675	41383517.34977917	1780137.6593220017	976999.78333046	5565579.306434334	752297.7711862695	47267108.79553645	16953619.383365773	21122972.631388176	5346906.014175984	26736071.832936525	945163.8093356022
P00147	GENE147	Protein 147	6420617.871866945	3709893.5125778527	33900037.212667026	2705178.649672114	6682043.897334827	1400836.2569632153	1764776.6440598012	16989733.284893226	35311396.62666933	16366960.354478855	12328921.417051962	17608169.49799913	731431.9079792572	7807656.37068675	64316283.8661622	6270272.90403783
P00148	GENE148	Protein 148	5739647.981567498	1030121.5679646794	264603.54391842877	11078773.600942368	6524218.485364297	3849483.096748076	3398460.86382777	1761101.847987473	140248.91679804266	14052237.515736612	2412155.4776875516	2075185.5224622523	632132.4766211575	157537.20504769107	16014364.002528997	9631415.856805943
P00149	GENE149	Protein 149	57830443.01381111	4883116.594081953	28207914.205548387	1275570.867335661	2027767.192927987	330484.7593027315	19766922.84166675	4466822.087668612	1915496.7543827416	11920832.333901444	1256445.742159256	4711644.228428585	3136075.2166623613	2234574.0211345847	7229194.741779528	10030868.072891941
P00150	GENE150	Protein 150	3158236.9764682003	35995304.87708883	12379611.146893486	27053786.12947358	1593987.0953353432	4845912.085607719	58861704.70562827	3144346.8836920904	6330338.299369232	292324.3016808553	7655302.0965040885	2322687.4863928254	11874849.344490353	4764288.396932696	50388253.60839115	3308264.0636338443
P00151	GENE151	Protein 151	17378000.071650118	1288683.958297459	3792277.2814969053	8786404.945753116	879510.2670486278	21152470.351068452	7634832.141775171	6293694.248547122	13498421.721628793	1925498.477105364	536536.2184633618	5467881.976832253	1959893.4738796283	1281556.1284201604	1157805.2127138874	1879679.1222796754
P00152	GENE152	Protein 152	1916713.8138916267	10995713.224550935	5842669.169217012	2544079.582581271	3839504.704884836	4238208.908926162	76074312.59726971	4913936.39164056	1979595.064748029	4343830.0879847575	25379990.928596232	1895648.8622188154	833809.0364879427	1723580.9718141775	12827759.98042135	1619444.9976515756
P00153	GENE153	Protein 153	9458380.453426877	136695053.4494509	1191135.694803229	1517377.6692893025	1414838.1025749184	1756745.8199973847	2228413.1503267386	1833057.0059500667	1056137.6753551601	150931.8663708498	15659949.093920752	3110624.978298594	7051998.641794086	3556473.8853789177	390624.6306712386	8934043.80426417
P00154	GENE154	Protein 154	3012042.17984987	388224.33822550636	1835433.829081378	5002510.231596711	9377127.217500694	269922.3715950173	595754.2402664429	6842131.683962963	19283736.590877146	1020573.9532857898	9886726.874578193	1890597.9197849038	26239931.98989315	2284601.542257345	2151754.316135025	1623884.153339607
P00155	GENE155	Protein 155	11303098.00236004	9476453.782637915	4085106.2879303996	12159880.883547269	19367439.272507977	4421234.6050959695	1023900.464476495	21304947.386977926	4394075.0410387935	1380860.4998839407	8299075.918195415	31995325.77195954	14571427.690262519	2844685.9395992416	3276364.1366870734	7183857.945547358
P00156	GENE156	Protein 156	9324755.183990102	1627278.748210407	1566397.0509821554	6397734.431904648	908911.293269629	6482839.476799858	974204.3407949073	24362682.811599128	752865.9043950668	17728885.857378613	3500356.45561187	890058.7732980106	1705436.6296952397	2895637.266868128	15869015.915476779	2237853.3183185225
P00157	GENE157	Protein 157	6990451.91754324	768235.0848561866	526020.2523353066	3856084.162466883	315393.7380721603	1435560.2404985167	8474837.80275578	2941012.692983704	5570873.077401216	290549.95710039785	21984434.41203546	10601000.70833405	1663020.5477620112	1591765.4669295966	14687661.480397971	7280457.676579184
P00158	GENE158	Protein 158	500269.0730572099	33572257.92230472	2181354.0896683913	1828148.7962560768	22076480.859916795	1420593.959335703	12198028.578814227	2374480.6410791627	1303534.63417387	2201029.7294021863	6476561.272514574	3849611.766266888	3253787.007742802	2688362.073805982	6266193.874967107	6065809.565854572
P00159	GENE159	Protein 159	2785356.48825424	3928340.607722724	158458639.4111272	8750315.77440507	1357231.3236977	10643331.4548886	3136437.2887423746	33142932.286213763	665386.9046218337	444882.7986033211	4603328.043344184	21469138.008282594	4959607.149525264	2410805.4589568675	99188.1555793348	7633358.975056907
P00160	GENE160	Protein 160	3946736.9496789416	5395855.198044418	27848464.104447134	9359480.82582603	9554551.09869789	1429028.581335619	1358350.0752101066	275920167.44353825	1548511.243504176	209462.86429286466	138612.3524583574	2584039.0155309667	2412995.9764631595	3153156.6407667096	2757554.154719934	594710.2050939031
P00161	GENE161	Protein 161	22860019.170774434	38680335.61425482	1094414.098679813	982741.1715096165	15714677.484052906	3296575.9372867257	34133161.429399006	2030645.4179186646	14055547.484671053	1946182.5512299528	67020441.29534258	9159401.122051151	1292286.4462879538	3235960.368996708	2489904.938271515	3422563.328687173
P00162	GENE162	Protein 162	1249038.5516758019	4243031.842026282	13367046.119531333	9160735.067622397	812305.9544497406	3111540.148812751	5106447.2837986555	19598324.147359397	13424216.891692542	2323655.7862218576	5673051.397478724	2159653.368882344	112033.16786294662	599328.7996206122	5623252.668831707	11050299.40943479
P00163	GENE163	Protein 163	14170274.4128799	2731715.602349363	5888868.293018613	1185803.4585975306	1102466.673194088	18801041.367551483	1489571.9419255068	1984821.7719185047	1726374.244184329	1669171.8178921416	1226922.5234244536	71879330.3597468	978818.5482718835	1054380.7534529802	8096333.675949751	50322390.18179794
P00164	GENE164	Protein 164	50185256.59695312	4723813.653898132	608737.3940631317	12160102.201924348	8190865.558097311	2782954.309868689	135346826.9916498	295715.71158603515	782560.912009554	1475793.2637026652	626790.4371726417	3439032.4832954933	2716858.914917957	3627849.9299115436	87972363.90073167	3472190.3904958777
P00165	GENE165	Protein 165	1939994.392796174	649454.012146262	1589402.8810169736	2414528.7393588806	6939547.169551448	2088216.8018456828	1912871.2724728496	1020595.4179788476	1888348.445507962	7956817.510946923	23068493.70059757	6666098.6834044205	3999204.3401956707	51122787.5544299	2050487.6877825428	904629.7359708414
P00166	GENE166	Protein 166	4959227.872280495	1359711.4489716333	6388012.458791738	1211027.3036617197	323057.2862321611	996414.8023550055	9176603.484367559	1229259.467102602	4482620.453012591	1055955.900359692	1508835.5247513638	3219248.485466714	10096523.1793431	2274218.725968856	3042177.476216247	5390669.39286652
P00167	GENE167	Protein 167	1611768.9091323114	46711143.86843675	207241.42458180504	11851609.645534052	518959.6195358553	2937141.7097225725	649964.9032631678	1602374.4249074983	870280.8165303922	1607397.1569739494	4716371.765352871	35298127.29817976	4185899.4416218344	1513109.6976524333	166200.70250102383	49958257.5908764
P00168	GENE168	Protein 168	4497382.303577311	3080911.215531969	189948.47738625947	3657783.4913587524	2446803.812453399	9009909.309453843	15770654.240813512	9584874.64461853	7841200.429391725	2100882.9150004033	6978794.432338006	2766506.08224151	27714804.33655894	5607280.171376881	21632202.557180658	4524411.78074845
P00169	GENE169	Protein 169	1324436.749229773	3299482.0408487422	1181694.2647355122	9098823.08418857	509749.5177750825	3982064.21593813	1506608.364401901	2466083.972400692	11820485.160339084	8692682.436802426	2515409.7339250045	13731167.409065679	13525423.047409771	2887546.2384947725	2875643.542984013	6016954.781604553
P00170	GENE170	Protein 170	3366974.159393423	774983.3602469027	5523707.186443025	3781178.2590078255	6805525.17611962	1983339.1436420367	360638.61162547185	7688719.024180905	122154383.38326849	259808.65773875933	2540237.464932796	50407835.21832914	69350729.3225909	8037891.710520539	3152018.3017983777	9713617.072542416
P00171	GENE171	Protein 171	7116214.768287336	11732506.315306218	17837022.790470425	3374237.86521327	442991.4549060908	3033899.957147463	3826549.2198686395	18526810.1171114	2684626.8010062077	44616020.695868105	2022435.0829797727	28384009.363441825	4036132.590880257	712594.15241874	2782053.9108538404	320821.9676599437
P00172	GENE172	Protein 172	5776863.197839474	933963.1847432256	3690837.745231774	59325689.35923268	4171315.018096655	17049944.349269643	750803.8101530804	3220697.1719442373	2091187.2011727632	2410957.5288338824	18494454.76550518	915033.1654632344	4902074.305131891	1649670.1914314798	374696482.9478586	1751571.5686030241
P00173	GENE173	Protein 173	16259604.915568402	1839544.0006675373	1185050.5052551695	5884103.122882879	18889407.88792314	206185.53029893964	2289213.7411175985	51252394.225703925	8401302.89303147	10730751.270902937	1803900.7430275746	530249.9470978297	8389202.237556476	2607953.4658788987	1019813.4403224493	178909.36804791866
P00174	GENE174	Protein 174	523928.61836495297	1898588.3005048556	4744519.491556063	9173143.3923808	54464524.75186622	2672863.1028474867	1969133.5314516278	6423588.1838963	15234484.942212416	39503882.01949037	1193162.2424907447	7268387.152970625	9302436.54717756	49735880.55358115	7471359.301976362	9620225.304621032
P00175	GENE175	Protein 175	7547534.964916277	222948.26152925778	4974787.407989941	1851043.8797370163	10217200.322131196	2421861.7563142204	3194636.6702440702	17482196.410241384	4563077.472780439	2031030.9677385793	25371326.918054584	2282254.5570797883	1036994.5102020017	7105354.252319223	23159711.25955184	5318132.739523452
P00176	GENE176	Protein 176	78014.55016597717	27827774.88407444	718421.0276174803	2331492.0641785664	4767615.418315635	5795294.257556152	1147252.5550931855	23147309.585390136	15999650.168122431	321881.3745271178	3080403.316323861	2395996.304453417	6320556.805152987	250672.19519844005	601601.4438890183	1554562.2706418666
P00177	GENE177	Protein 177	5705316.664712267	3402790.0925853048	8661449.357772585	13675889.179233048	8932894.976830505	13857698.010991132	3158003.2916700807	1698294.9118867354	4401394.813863145	3403143.7626155284	5364254.289144557	1607416.0508045745	40770190.11027729	1645654.036798142	8089911.245898742	2394037.1949513354
P00178	GENE178	Protein 178	2671658.936429776	3333311.49800957	2495330.670579084	392050.6073125262	15226992.853424115	48591083.63577276	1118521.8876994771	2489710.156974573	15581642.827471597	23615145.745229624	12683103.737805218	21824876.318265866	9546737.249252304	19405593.090642333	5907888.0675783185	1535919.2446705138
P00179	GENE179	Protein 179	54485331.06015268	8149312.966742665	1945005.5526789527	3763338.578089866	3607426.6684172167	3812712.378572448	1420463.2123668122	12936807.371729856	9735920.422884805	18072419.027251244	5486828.714353022	5115355.780162104	121415.1157639015	6912536.410204874	1826459.0955579977	472204.770430954
P00180	GENE180	Protein 180	2624153.9115098678	5653765.696478017	1145769.226944408	206193.5216905565	2260843.194092363	4139786.1775395777	111606.26999136686	8462633.448733104	6655414.6099597	624332.3782065244	9783146.653120454	51204069.09504768	31391989.45873139	3350444.5930659063	2687294.143732247	5229704.945581944
P00181	GENE181	Protein 181	40892572.83693679	11657707.947751911	3393181.79775358	7041250.860156709	992837.3651824174	10212725.575315807	16424193.639228059	5790710.021037571	4275815.291139674	238937.43360321765	2727629.4030223833	4636033.738392615	4939347.685075644	3373281.189054392	3411540.138945626	670028.107884867
P00182	GENE182	Protein 182	812425.3255727555	2063726.752045665	1268990.4719177627	867257.5173296952	10034600.674797539	9730418.064992921	52002111.82302928	19130234.13870849	3597144.503348592	5771143.273437465	2029141.3874857116	13382696.267572582	1390904.7033724939	35368954.86035534	11829544.305086633	631384.179522887
P00183	GENE183	Protein 183	3000294.01773448	40131684.532744505	39423384.072987355	1390423.4270273673	1222644.6484959854	745131.2632262803	7979891.169009279	2330174.8305432103	8302174.8559915805	3561599.129484899	21651507.015629582	10942353.396574529	612432.630035787	43234105.92138398	3262998.824868279	4981362.617586364
P00184	GENE184	Protein 184	2311584.453077088	5142257.424678345	1010263.1349520368	3488647.910451624	398079.9118975452	966609.8523965193	1020464.4237782902	9366937.957926836	27593446.45339128	649679.3755479197	302795.59908942133	33956481.53432139	12188510.229353683	2373654.491370084	2757127.2643934563	6691709.816233684
P00185	GENE185	Protein 185	10116845.993775567	14414654.591648884	2166003.4806546257	10186227.576548032	307803.78880763345	740806.4241302133	1942800.6810195684	72217935.16281539	1353222.051546669	38267497.8489543	37709585.80865399	980982.2260573966	12049320.431596484	7260644.8039584765	799054.6561006791	6238807.979705866
P00186	GENE186	Protein 186	13699735.57282855	2463292.5590251503	2754122.093368541	30533583.493512392	7738118.371818679	1485769.0055924875	4435575.98626524	8870208.847140873	3101442.7463100827	6349033.203073357	14297583.266471827	370619.921298478	8759945.109156597	95955918.17537251	10118138.326488936	20590116.543633584
P00187	GENE187	Protein 187	745201.8716240695	4355779.165478159	12373614.371879328	683196.2157739208	20934304.871403053	3179387.8505566036	978686.6098804256	174569236.43031862	37133954.047604725	1843200.6487263872	11382237.053698832	672303.578529856	4363517.295753205	2578735.5964918802	4800522.186100835	1659062.4610473858
P00188	GENE188	Protein 188	11422899.962028349	1118109.1378279438	9966104.857360402	1006817.7669970378	6373863.101490123	1033898.3139334961	6679743.362468073	2883694.879440458	19872299.35896905	2559886.257045853	17695105.364283722	4946599.809285356	34827776.7295456	1533833.9003527903	5870156.033108471	2867219.2339137294
P00189	GENE189	Protein 189	2660660.5833067773	302162.3214546236	9927761.759407386	1382351.5652575195	1711250.1060573463	6774523.943609556	6802510.681236345	31657486.181609813	8204188.521013069	898853.1056978699	4453447.90071854	254881.3402972361	15669321.095616546	2422714.1751108817	1059805.3203228356	8263169.547315595
